Name,ManaCost,Colors,ColorIdentity,Type,Category,CardType,IsLand,OracleText
Tail Swipe,1.0,G,G,Instant,"Instant, Removal",Instant,false,"Choose target creature you control and target creature you don't control. If you cast this spell during your main phase, the creature you control gets +1/+1 until end of turn. Then those creatures fight each other. (Each deals damage equal to its power to the other.)"
"Lavinia, Azorius Renegade",2.0,U;W,U;W,Legendary Creature — Human Soldier,"Creature, Stax",Creature,false,"Each opponent can't cast noncreature spells with mana value greater than the number of lands that player controls. Whenever an opponent casts a spell, if no mana was spent to cast it, counter that spell."
Bag of Holding,1.0,,,Artifact,"Artifact, Board Wipe, Card Draw, Discard",Artifact,false,"Whenever you discard a card, exile that card from your graveyard. {2}, {T}: Draw a card, then discard a card. {4}, {T}, Sacrifice this artifact: Return all cards exiled with this artifact to their owner's hand."
Karmic Justice,3.0,W,W,Enchantment,"Enchantment, Removal",Enchantment,false,"Whenever a spell or ability an opponent controls destroys a noncreature permanent you control, you may destroy target permanent that opponent controls."
Font of Vigor,2.0,W,W,Enchantment,"Enchantment, Life Gain",Enchantment,false,"{2}{W}, Sacrifice this enchantment: You gain 7 life."
"Odric, Master Tactician",4.0,W,W,Legendary Creature — Human Soldier,Creature,Creature,false,"First strike (This creature deals combat damage before creatures without first strike.) Whenever Odric and at least three other creatures attack, you choose which creatures block this combat and how those creatures block."
Soul-Guide Lantern,1.0,,,Artifact,"Artifact, Card Draw, Removal",Artifact,false,"When this artifact enters, exile target card from a graveyard. {T}, Sacrifice this artifact: Exile each opponent's graveyard. {1}, {T}, Sacrifice this artifact: Draw a card."
Woolly Mammoths,3.0,G,G,Creature — Elephant,Creature,Creature,false,This creature has trample as long as you control a snow land.
Library of Leng,1.0,,,Artifact,"Artifact, Discard",Artifact,false,"You have no maximum hand size. If an effect causes you to discard a card, discard it, but you may put it on top of your library instead of into your graveyard."
Devour in Flames,3.0,R,R,Sorcery,"Removal, Sorcery",Sorcery,false,"As an additional cost to cast this spell, return a land you control to its owner's hand. Devour in Flames deals 5 damage to target creature or planeswalker."
"Ludevic, Necro-Alchemist",3.0,R;U,R;U,Legendary Creature — Human Wizard,"Card Draw, Creature",Creature,false,"At the beginning of each player's end step, that player may draw a card if a player other than you lost life this turn. Partner (You can have two commanders if both have partner.)"
Broken Wings,3.0,G,G,Instant,"Instant, Removal",Instant,false,"Destroy target artifact, enchantment, or creature with flying."
Emiel the Blessed,4.0,W,W,Legendary Creature — Unicorn,"Creature, Removal",Creature,false,"{3}: Exile another target creature you control, then return it to the battlefield under its owner's control. Whenever another creature you control enters, you may pay {G/W}. If you do, put a +1/+1 counter on it. If it's a Unicorn, put two +1/+1 counters on it instead. ({G/W} can be paid with either {G} or {W}.)"
Banishing Light,3.0,W,W,Enchantment,"Enchantment, Removal",Enchantment,false,"When this enchantment enters, exile target nonland permanent an opponent controls until this enchantment leaves the battlefield."
"Abdel Adrian, Gorion's Ward",5.0,W,W,Legendary Creature — Human Warrior,"Creature, Token Generation",Creature,false,"When Abdel Adrian enters, exile any number of other nonland permanents you control until Abdel Adrian leaves the battlefield. Create a 1/1 white Soldier creature token for each permanent exiled this way. Choose a Background (You can have a Background as a second commander.)"
Ramosian Commander,4.0,W,W,Creature — Human Rebel,"Creature, Tutor",Creature,false,"{6}, {T}: Search your library for a Rebel permanent card with mana value 5 or less, put it onto the battlefield, then shuffle."
Salvation Swan,4.0,W,W,Creature — Bird Cleric,"Creature, Removal",Creature,false,"Flash Flying Whenever this creature or another Bird you control enters, exile up to one target creature you control without flying. Return it to the battlefield under its owner's control with a flying counter on it at the beginning of the next end step."
Afflict,3.0,B,B,Instant,"Card Draw, Instant",Instant,false,Target creature gets -1/-1 until end of turn. Draw a card.
Crown of Gondor,3.0,,,Legendary Artifact — Equipment,Artifact,Artifact,false,"Equipped creature gets +1/+1 for each creature you control. When a legendary creature you control enters, if there is no monarch, you become the monarch. Equip {4}. This ability costs {3} less to activate if you're the monarch."
Nevinyrral's Disk,4.0,,,Artifact,"Artifact, Board Wipe",Artifact,false,"This artifact enters tapped. {1}, {T}: Destroy all artifacts, creatures, and enchantments."
Gleaming Barrier,2.0,,,Artifact Creature — Wall,"Artifact, Creature, Ramp, Token Generation",Creature,false,"Defender When this creature dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")"
Invisible Stalker,2.0,U,U,Creature — Human Rogue,"Creature, Protection",Creature,false,Hexproof (This creature can't be the target of spells or abilities your opponents control.) This creature can't be blocked.
Scuttling Butler,3.0,,,Artifact Creature — Construct,"Artifact, Creature",Creature,false,"At the beginning of combat on your turn, if you control two or more multicolored permanents, this creature gains double strike until end of turn."
Sunken Field,2.0,U,U,Enchantment — Aura,"Counterspell, Enchantment",Enchantment,false,"Enchant land Enchanted land has ""{T}: Counter target spell unless its controller pays {1}."""
"Dakkon, Shadow Slayer",3.0,B;U;W,B;U;W,Legendary Planeswalker — Dakkon,"Planeswalker, Removal",Planeswalker,false,Dakkon enters with a number of loyalty counters on him equal to the number of lands you control. +1: Surveil 2. −3: Exile target creature. −6: You may put an artifact card from your hand or graveyard onto the battlefield.
Manifold Key,1.0,,,Artifact,Artifact,Artifact,false,"{1}, {T}: Untap another target artifact. {3}, {T}: Target creature can't be blocked this turn."
Rummaging Goblin,3.0,R,R,Creature — Goblin Rogue,"Card Draw, Creature, Discard",Creature,false,"{T}, Discard a card: Draw a card."
Malignus,5.0,R,R,Creature — Elemental Spirit,Creature,Creature,false,"Malignus's power and toughness are each equal to half the highest life total among your opponents, rounded up. Damage that would be dealt by this creature can't be prevented."
Essence Harvest,3.0,B,B,Sorcery,"Life Gain, Sorcery",Sorcery,false,"Target player loses X life and you gain X life, where X is the greatest power among creatures you control."
Huntmaster Liger,4.0,W,W,Creature — Cat,Creature,Creature,false,"Mutate {2}{W} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.) Whenever this creature mutates, other creatures you control get +X/+X until end of turn, where X is the number of times this creature has mutated."
Strength of Arms,1.0,W,W,Instant,"Instant, Token Generation",Instant,false,"Target creature gets +2/+2 until end of turn. If you control an Equipment, create a 1/1 white Human Soldier creature token."
Ire Shaman,2.0,R,R,Creature — Orc Shaman,"Creature, Stax",Creature,false,"Menace (This creature can't be blocked except by two or more creatures.) Megamorph {R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.) When this creature is turned face up, exile the top card of your library. Until end of turn, you may play that card."
Slaughterhouse Bouncer,5.0,B,B,Creature — Ogre Warrior,Creature,Creature,false,"Hellbent — When this creature dies, if you have no cards in hand, target creature gets -3/-3 until end of turn."
Micromancer,4.0,U,U,Creature — Human Wizard,"Creature, Tutor",Creature,false,"When this creature enters, you may search your library for an instant or sorcery card with mana value 1, reveal it, put it into your hand, then shuffle."
Karn's Temporal Sundering,6.0,U,U,Legendary Sorcery,"Removal, Sorcery",Sorcery,false,(You may cast a legendary sorcery only if you control a legendary creature or planeswalker.) Target player takes an extra turn after this one. Return up to one target nonland permanent to its owner's hand. Exile Karn's Temporal Sundering.
Esperzoa,3.0,U,U,Artifact Creature — Jellyfish,"Artifact, Creature",Creature,false,"Flying At the beginning of your upkeep, return an artifact you control to its owner's hand."
Shahrazad,2.0,W,W,Sorcery,Sorcery,Sorcery,false,"Players play a Magic subgame, using their libraries as their decks. Each player who doesn't win the subgame loses half their life, rounded up."
Tower Drake,3.0,U,U,Creature — Drake,Creature,Creature,false,Flying {W}: This creature gets +0/+1 until end of turn.
Squad Rallier,4.0,W,W,Creature — Human Scout,Creature,Creature,false,{2}{W}: Look at the top four cards of your library. You may reveal a creature card with power 2 or less from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
Hellhole Rats,4.0,B;R,B;R,Creature — Rat,"Creature, Discard, Removal",Creature,false,"Haste When this creature enters, target player discards a card. This creature deals damage to that player equal to that card's mana value."
Relentless Rohirrim,4.0,R,R,Creature — Human Knight,Creature,Creature,false,"When this creature enters, the Ring tempts you."
Destructive Tampering,3.0,R,R,Sorcery,"Removal, Sorcery",Sorcery,false,Choose one — • Destroy target artifact. • Creatures without flying can't block this turn.
Flamewake Phoenix,3.0,R,R,Creature — Phoenix,Creature,Creature,false,"Flying, haste This creature attacks each combat if able. Ferocious — At the beginning of combat on your turn, if you control a creature with power 4 or greater, you may pay {R}. If you do, return this card from your graveyard to the battlefield."
Mox Jet,0.0,,,Artifact,"Artifact, Ramp",Artifact,false,{T}: Add {B}.
Mental Journey,6.0,U,U,Instant,"Card Draw, Discard, Instant, Tutor",Instant,false,"Draw three cards. Basic landcycling {1}{U} ({1}{U}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)"
Harmonize,4.0,G,G,Sorcery,"Card Draw, Sorcery",Sorcery,false,Draw three cards.
Talas Air Ship,4.0,U,U,Creature — Human Pirate,Creature,Creature,false,Flying
Nocturnal Raid,4.0,B,B,Instant,Instant,Instant,false,Black creatures get +2/+0 until end of turn.
Darksteel Juggernaut,5.0,,,Artifact Creature — Juggernaut,"Artifact, Creature, Protection",Creature,false,Indestructible Darksteel Juggernaut's power and toughness are each equal to the number of artifacts you control. This creature attacks each combat if able.
Tezzeret the Schemer,4.0,B;U,B;U,Legendary Planeswalker — Tezzeret,"Planeswalker, Token Generation",Planeswalker,false,"+1: Create a colorless artifact token named Etherium Cell with ""{T}, Sacrifice this token: Add one mana of any color."" −2: Target creature gets +X/-X until end of turn, where X is the number of artifacts you control. −7: You get an emblem with ""At the beginning of combat on your turn, target artifact you control becomes an artifact creature with base power and toughness 5/5."""
